0;50
1;7270
2;30250
3;72790
4;112960
5;123670
6;132280
7;210730
8;268620
9;355470
10;457450
11;487920
12;488080
13;524190
14;590410
15;720570
16;854970
17;984420
18;1054040
19;1100480
20;1152560
21;1388580
22;1566830
23;1847720
24;2219120
25;2637800
26;2999890
27;3234970
28;3618410
29;3930520
30;4233650
31;4660050
32;5154780
33;5533600
34;5819550
35;6232500
36;6626350
37;7059770
38;7490710
39;7870980
40;8145820
41;8292580
42;8527070
43;8823640
44;9054820
45;9305000
46;9522760
47;9674300
48;9726030
49;9909150
50;10025300
51;10161970
52;10357740
53;10593470
54;10809610
55;10948160
56;11162330
57;11430380
58;11729620
59;12066920
60;12441680
61;12782010
62;12944370
63;13050880
64;13310460
65;13525010
66;13800410
67;14305360
68;14823650
69;15236720
70;15858960
71;16355450
72;16821220
73;17409870
74;18094010
75;18717360
76;19176980
77;19774830
78;20530420
79;21282570
80;22079740
81;22945740
82;23684150
83;24256320
84;25123010
85;25831780
86;26626730
87;27615450
88;28739520
89;29803070
90;30733370
91;31981560
92;33200830
93;34614960
94;36191140
95;37845860
96;39185310
97;40091230
98;41554880
99;42823550
100;44552680
101;46468560
102;48659290
103;50362820
104;51847830
105;53735700
106;55486590
107;57735170
108;59832740
109;61548170
110;63497580
111;64711970
112;66533520
113;68562880
114;70919420
115;73518270
116;76563010
117;78999770
118;80833750
119;84206800
120;86936420
121;89929740
122;93025750
123;96253390
124;98805500
125;100815700
126;103445520
127;105839570
128;109030240
129;112691720
130;116338800
131;119232150
132;121559500
133;124195640
134;126819170
135;129477540
136;132544020
137;135369730
138;137715560
139;139450480
140;141722990
141;144072590
142;146941420
143;150540640
144;154541780
145;157840800
146;160570560
147;163938480
148;166978000
149;170485340
150;174458700
151;178809770
152;182480310
153;185672250
154;189596340
155;192466600
156;196065980
157;200077930
158;204932740
159;208854020
160;211960870
161;215537820
162;218094030
163;221331060
164;225270840
165;229865800
166;233347340
167;236538850
168;240443760
169;243596990
170;247068000
171;251217510
172;255828480
173;259625650
174;262866320
175;266953740
176;270484720
177;274532360
178;279311940
179;284341230
180;288539680
181;292326690
182;296803440
183;301291440
184;305941900
185;311017410
186;316375850
187;320597200
188;324103220
189;328167210
190;332891910
191;338059270
192;343985230
193;349204860
194;353649210
195;357244210
196;364292960
197;370170670
198;376238030
199;380863140
200;386537460
201;390150730
202;393361230
203;399377510
204;404201800
205;409236120
206;415452310
207;420914540
208;424573230
209;427431190
210;432479270
211;436633620
212;440897720
213;445283000
214;449602920
215;452621470
216;454874910
217;459137640
218;462489070
219;466343900
220;470157570
221;473708650
222;476199200
223;478168270
224;482079650
225;484869610
226;487622760
227;490323690
228;492899500
229;494713790
230;496165320
231;497106470
232;499890910
233;501560340
234;503453640
235;505206410
236;506482140
237;507482420
238;509336830
239;510701170
240;512070670
241;513593340
242;515065880
243;516226730
244;517205130
245;518848240
246;520218780
247;521466070
248;522836030
249;524114500
250;525125490
251;525902820
252;527112210
253;528272530
254;529320780
255;530546850
256;531698900
257;532505020
258;533181290
259;534415160
260;535231950
261;536208850
262;537150700
263;538242170
264;539062100
265;539682300
266;540048010
267;541071920
268;541915950
269;542892920
270;543873690
271;544602410
272;545172140
273;546166180
274;546897510
275;547730600
276;548690830
277;550280830
278;550966360
279;551523860
280;552920650
281;553910730
282;554912080
283;556066750
284;557725270
285;558470090
286;559155740
287;560368080
288;561148660
289;562130620
290;563124560
291;564067270
292;564670590
293;565166830
294;566212940
295;566995670
296;568227620
297;569090340
298;570073640
299;570711410
300;571228610
301;571492880
302;572608370
303;573513150
304;574513470
305;575525150
306;576060990
307;576522650
308;577623560
309;578374760
310;579197160
311;580070420
312;581000680
313;581481640
314;581871830
315;582893780
316;583717330
317;584462200
318;585282210
319;586044790
320;586475250
321;586820960
322;587686840
323;588236370
324;588983280
325;589752210
326;590466040
327;590776510
328;591068820
329;591995110
330;592709490
331;593583960
332;593997850
333;594896490
334;595252200
335;595540010
336;596451950
337;597099230
338;597859470
339;598614910
340;599270310
341;599596860
342;599815020
343;600729110
344;601089420
345;601614770
346;602316050
347;603182150
348;603864530
349;604600430
350;605959660
351;607070510
352;608245900
353;609502080
354;618296800
355;619530680
356;620584800
357;622387930
358;624214400
359;626049450
360;627794770
361;630184400
362;631558610
363;632639420
364;634633090
365;637230010
366;639842540
367;642775430
368;646022380
369;648634680
370;650756580
371;653996540
372;658201700
373;662646290
374;667317020
375;671016130
376;671940240
377;672079310
378;672900490
379;675693090
380;680849930
381;684273840
382;687562110
383;688586610
384;688807110
385;689786140
386;695624580
387;699522130
388;703705840
389;707982510
390;710987450
391;713152870
392;717161690
393;721364980
394;725376020
395;729590240
396;733550300
397;736424920
398;738530840
399;742838330
400;745544010
401;749073150
402;752234600
403;755454840
404;757576800
405;759320740
406;762532180
407;765880070
408;768514830
409;771107560
410;773680890
411;775349700
412;776793650
413;780080880
414;782084270
415;784019680
416;785833670
417;787444630
418;788608850
419;789081930
420;791600650
421;792804460
422;794075700
423;795430050
424;796688610
425;798240100
426;798917590
427;800471740
428;801392880
429;801975510
430;803163810
431;803768540
432;804296240
433;804411570
434;805944980
435;806617720
436;807243910
437;807895030
438;808348770
439;808790750
440;812199250
441;812971840
442;813959470
443;814246670
444;814524880
445;814966460
446;815179410
447;815483200
448;815835130
449;816166080
450;816415270
451;816667400
452;818781930
453;819058350
454;819275450
455;819617510
456;819782740
457;820086590
458;820291830
459;820521040
460;820767820
